"Nomor,""Bab"",""Matan.""";;;;;;;;;;;;;
"4893,""Potong Tangan"",""Tidak dipotong tangan ketika dalam safar.""";;;;;;;;;;;;;
"4894,""Potong Tangan"",""Jika seorang budak mencuri maka juallah dia walau dengan duapuluh dirham,  Abu Abdur Rahman berkata";" Umar bin Abu Salamah adalah orang yang tidak kuat dalam hal hadits.""";;;;;;;;;;;;
"4895,""Potong Tangan"",""Saya pernah berada di antara tawanan orang-orang Quraizhah. Mereka melihat orang yang telah keluar bulu kelaminnya dibunuh sedang yang belum keluar bulu kelaminnya dibiarkan hidup, tidak dibunuh.""";;;;;;;;;;;;;
"4896,""Potong Tangan"",""Rasulullah  memotong tangan pencuri dan menggantungkannya di lehernya. """;;;;;;;;;;;;;
"4897,""Potong Tangan"",""kemudian beliau memotong tangannya dan menggantungkannya di lehernya. Abu Abdur Rahman berkata";" Al Hajjaj bin Arthah adalah orang yang lemah dan haditsnya tidak dijadikan sebagai hujjah. """;;;;;;;;;;;;
"4898,""Potong Tangan"",""Tidaklah seorang pemilik harta curian itu dihutangi jika telah ditegakkan hukuman atasnya. Abu Abdur Rahman berkata";" Hadits ini mursal dan tidak kuat.""";;;;;;;;;;;;
"4899,""Iman dan Syariatnya"",""Beriman kepada Allah dan RasulNya.""";;;;;;;;;;;;;
"4900,""Iman dan Syariatnya"",""Keimanan yang tidak ada keragua padanya dan jihad yang tidak ada pencurian hasil rampasan padanya, serta haji yang mabrur. """;;;;;;;;;;;;;
"4901,""Iman dan Syariatnya"",""Tiga perkara yang apabila ada pada diri seseorang niscaya dengannya dia akan mendapatkan manis dan lezatnya keimanan, yaitu";" Allah 'azza wajalla dan RasulNya lebih dia cintai daripada selainnya, mencintai dan membenci karena Allah, dan dinyalakannya api y""";;;;;;;;;;;;
"4902,""Iman dan Syariatnya"",""Tiga perkara yang apabila ada pada diri seseorang niscaya dia akan mendapatkan manisnya keimanan, yaitu";" orang yang mencintai seseorang di mana tidaklah dia mencintainya kecuali karena Allah 'azza wajalla, orang yang lebih mencintai Allah dan RasulNya dar""";;;;;;;;;;;;
"4903,""Iman dan Syariatnya"",""Tiga perkara yang apabila ada pada diri seseorang niscaya dia akan mendapatkan manisnya Islam, yaitu";" orang yang lebih mencintai Allah dan RasulNya daripada selain mereka berdua, orang yang mencintai seseorang karena Allah, dan orang yang tidak senang kem""";;;;;;;;;;;;
"4904,""Iman dan Syariatnya"",""Engkau bersaksi bahwa tidak ada Tuhan yang berhak disembah kecuali Allah, dan Muhammad adalah utusan Allah, engkau mendirikan shalat, membayar zakat, berpuasa Ramadhan dan melakukan haji ke Ka'bah apabila mampu pergi ke sana. Orang tersebut berkata";" Tuan """;;;;;;;;;;;;
"4905,""Iman dan Syariatnya"",""Islam adalah engkau menyembah Allah dan tidak mensekutukanNya dengan sesuatu, mendirikan shalat, membayar zakat, melakukan haji ke Baitulloh dan melakukan puasa Ramadhan. dia berkata";" Apakah apabila aku melakukannya maka aku telah masuk Islam? Beliau menj""";;;;;;;;;;;;
"4906,""Iman dan Syariatnya"",""Sesungguhnya saya memberi beberapa orang dan meninggalkan orang yang lebih saya cintai daripada mereka, saya tidak memberinya sedikitpun karena khawatir mereka akan diseret ke dalam Neraka di atas wajah mereka.""";;;;;;;;;;;;;
"4907,""Iman dan Syariatnya"",""Janganlah engkau mengatakan"; mukmin, katakanlah; muslim. Ibnu Syihab berkata;" Orang-orang Arab Badui itu berkata: Kami telah beriman.""";;;;;;;;;;
"4908,""Iman dan Syariatnya"",""bahwa tidak akan masuk Surga kecuali orang mukmin. Hari-hari itu adalah hari-hari makan dan minum. """;;;;;;;;;;;;;
"4909,""Iman dan Syariatnya"",""Seorang muslim adalah orang yang seluruh manusia selamat dari lidah dan tangannya, sedangkan seorang mukmin adalah orang yang seluruh manusia merasa aman darah dan harta mereka dari (gangguan) nya. """;;;;;;;;;;;;;
"4910,""Iman dan Syariatnya"",""Orang muslim adalah orang yang seluruh kaum muslimin merasa selamat dari lidah dan tangannya, dan orang yang berhijrah adalah orang yang meninggalkan apa yang Allah larang.""";;;;;;;;;;;;;
"4911,""Iman dan Syariatnya"",""Barang siapa melakukan shalat (seperti) shalat kami dan menghadap ke Kiblat kami, serta makan sembelihan kami maka dia adalah orang muslim.""";;;;;;;;;;;;;
"4912,""Iman dan Syariatnya"",""Jika seorang hamba masuk Islam lalu memperbaiki keIslamannya maka Allah akan menuliskan untuknya setiap kebaikan yang dia lakukan, dan dihapus setiap keburukan yang dia lakukan kemudian setelah itu (setiap) kebaikan dibalas dengan sepuluh hingga tujuhratu""";;;;;;;;;;;;;
"4913,""Iman dan Syariatnya"",""Orang yang seluruh kaum muslimin selamat dari lisan dan tangannya.""";;;;;;;;;;;;;
"4914,""Iman dan Syariatnya"",""Engkau memberi makan dan mengucapkan salam kepada orang yang engkau kenal dan yang tidak engkau kenal.""";;;;;;;;;;;;;
"4915,""Iman dan Syariatnya"",""Islam terbangun atas lima perkara, yaitu";" bersaksi bahwa tidak ada Tuhan yang berhak disembah kecuali Allah, mendirikan shalat, membayar zakat, melakukan haji, dan berpuasa Ramadhan. """;;;;;;;;;;;;
"4916,""Iman dan Syariatnya"",""Apakah kalian akan membaiatku untuk tidak mensekutukan Allah dengan sesuatupun, tidak mencuri, dan tidak berzina? Lalu beliau membaca sebuah ayat.Barang siapa di antara kalian yang menepatinya maka pahalanya di sisi Allah, dan barang siapa yang melakukan """;;;;;;;;;;;;;
"4917,""Iman dan Syariatnya"",""Saya diperintahkan untuk memerangi manusia hingga mereka bersaksi bahwa tidak ada Tuhan yang berhak disembah kecuali Allah dan Muhammad adalah Rasulullah, apabila mereka telah bersaksi bahwa tidak ada Tuhan yang berhak disembah kecuali Allah dan Muhammad """;;;;;;;;;;;;;
"4918,""Iman dan Syariatnya"",""Iman itu ada tujuh puluh sekian cabang, dan rasa malu adalah salah satu cabang dari keimanan.""";;;;;;;;;;;;;
"4919,""Iman dan Syariatnya"",""Iman itu ada tujuh puluh sekian cabang yang paling utama adalah persaksian bahwa tidak ada Tuhan yang berhak disembah kecuali Allah dan yang paling rendah adalah menyingkirkan gangguan dari jalan. Dan rasa malu adalah salah satu cabang dari keimanan.""";;;;;;;;;;;;;
"4920,""Iman dan Syariatnya"",""Rasa malu adalah salah satu cabang dari keimanan.""";;;;;;;;;;;;;
"4921,""Iman dan Syariatnya"",""Ammar (Orang yang teguh imannya) (hatinya) dipenuhi dengan keimanan hingga tulang pokoknya.""";;;;;;;;;;;;;
"4922,""Iman dan Syariatnya"",""Barang siapa yang melihat kemungkaran maka hendaknya ia mengubahnya dengan tangannya dan apabila ia tidak mampu maka dengan lidahnya dan apabila tidak mampu maka dengan hatinya dan yang demikian itu adalah selemah-lemah iman.""";;;;;;;;;;;;;
"4923,""Iman dan Syariatnya"",""Barang siapa yang melihat kemungkaran kemudian ia merubahnya dengan tangannya maka sungguh ia telah berlepas diri dari kemungkaran tersebut, dan orang yang tidak mampu untuk mengubahnya dengan tangannya kemudian mengubahnya dengan lisannya maka sungguh ia""";;;;;;;;;;;;;
"4924,""Iman dan Syariatnya"",""Pergilah, lalu keluarkanlah siapa yang kalian kenal di antara mereka. Beliau bersabda: Lalu mereka mendatangi mereka dan mengenali mereka dengan bentuk mereka, di antara mereka ada yang terbakar hingga setengah betisnya, di antara mereka ada yang terbakar""";;;;;;;;;;;;;
"4925,""Iman dan Syariatnya"",""Agama.""";;;;;;;;;;;;;
"4926,""Iman dan Syariatnya"",""Ayat tersebut turun kepada kepada Rasulullah  di 'Arafah pada hari Jum'at. """;;;;;;;;;;;;;
"4927,""Iman dan Syariatnya"",""Tidaklah sempurna keimanan salah seorang di antara kalian hingga aku lebih dia cintai daripada anaknya, orang tuannya dan seluruh umat manusia.""";;;;;;;;;;;;;
"4928,""Iman dan Syariatnya"",""Tidaklah sempurna keimanan salah seorang di antara kalian hingga aku lebih dia cintai daripada hartanya, keluarganya dan seluruh umat manusia.""";;;;;;;;;;;;;
"4929,""Iman dan Syariatnya"",""Demi Dzat yang jiwaku ada di tanganNya";" tidaklah sempurna keimanan salah seorang di antara kalian hingga aku lebih ia cintai daripada anak dan orang tuanya""";;;;;;;;;;;;
"4930,""Iman dan Syariatnya"",""Tidaklah sempurna keimanan salah seorang di antara kalian hingga ia mencintai bagi saudaranya sebagaimana apa yang ia cintai bagi dirinya sendiri.""";;;;;;;;;;;;;
"4931,""Iman dan Syariatnya"",""Demi Dzat yang jiwa Muhammad ada di tanganNya, tidaklah sempurna keimanan salah seorang di antara kalian hingga ia mencintai kebaikan bagi saudaranya sebagaimana ia mencintai kebaikan bagi dirinya sendiri.""";;;;;;;;;;;;;
"4932,""Iman dan Syariatnya"",""Sesungguhnya tidak ada yang mencintaimu kecuali orang mukmin dan tidak ada yang membencimu kecuali orang munafik.""";;;;;;;;;;;;;
"4933,""Iman dan Syariatnya"",""Mencintai orang-orang Anshar adalah tanda keimanan dan membenci orang-orang Anshar adalah tanda kemunafikan.""";;;;;;;;;;;;;
"4934,""Iman dan Syariatnya"",""Empat hal, barang siapa yang keempat hal tersebut terdapat padanya maka dia adalah seorang munafik, atau padanya terdapat satu sifat dari empat sifat tersebut maka padanya terdapat sifat kemunafikan hingga dia meninggalkannya, yaitu";" apabila dia berbicara""";;;;;;;;;;;;
"4935,""Iman dan Syariatnya"",""Tanda orang munafik itu ada tiga, yaitu";" apabila berbicara dia berdusta, apabila berjanji dia mengingkari dan apabila dipercaya dia mengkhianati. """;;;;;;;;;;;;
"4936,""Iman dan Syariatnya"",""tidak ada yang mencintaiku kecuali orang mukmin dan tidak ada yang membenciku kecuali orang munafik.""";;;;;;;;;;;;;
"4937,""Iman dan Syariatnya"",""jika berbicara dusta, jika dipercaya khianat, dan jika berjanji mengingkari. Maka barangsiapa pada dirinya terdapat salah satu di antara ketiga hal tersebut niscaya pada dirinya akan selalu ada bagian dari sifat kemunafikan hingga ia meninggalkannya.""";;;;;;;;;;;;;
"4938,""Iman dan Syariatnya"",""Barang siapa yang melakukan shalat malam pada bulan Ramadhan Karena keimanan dan mengharapkan pahala maka diampuni dosanya yang telah lalu.""";;;;;;;;;;;;;
"4939,""Iman dan Syariatnya"",""Barang siapa melakukan shalat malam pada Bulan Ramadhan karena keimanan dan mengharapkan pahala maka diampuni dosanya yang telah lalu.""";;;;;;;;;;;;;
"4940,""Iman dan Syariatnya"",""Barang siapa melakukan shalat malam pada Bulan Ramadhan karena keimanan dan mengharapkan pahala maka diampuni dosanya yang telah lalu. """;;;;;;;;;;;;;
"4941,""Iman dan Syariatnya"",""Barang siapa melakukan shalat malam pada Bulan Ramadhan karena keimanan dan mengharapkan pahala maka diampuni dosanya yang telah lalu dan barang siapa melakukan shalat malam pada lailatul qadr karena keimanan dan mengharapkan pahala maka diampuni dosanya """;;;;;;;;;;;;;
"4942,""Iman dan Syariatnya"",""Dia akan beruntung apabila jujur.""";;;;;;;;;;;;;
"4943,""Iman dan Syariatnya"",""Allah menjamin bagi orang yang keluar di jalanNya dan tidak ada yang menggerakkannya untuk keluar kecuali karena keimanan(nya) kepadaKu dan (ingin) berjihad di jalanKu, bahwa dia terjamin hingga Aku memasukkannya ke dalam Surga, dengan apapun dari dua hal""";;;;;;;;;;;;;
"4944,""Iman dan Syariatnya"","" Allah 'azza wajalla menjamin bagi orang yang keluar di jalanNya tidak ada yang mengeluarkannya kecuali berjihad di jalanKu serta beriman kepadaKu dan membenarkan rasulKu, maka ia terjamin untuk Aku masukkan ke dalam Surga, atau mengembalikannya ke tempat""";;;;;;;;;;;;;
"4945,""Iman dan Syariatnya"",""Aku perintahkan kalian dengan empat perkara dan aku melarang kalian dari empat perkara, yaitu";" beriman kepada Allah, kemudian beliau menafsirkan maksudnya kepada mereka yaitu bersaksi bahwa tidak ada Tuhan yang berhak disembah melainkan Allah dan aku adal""";;;;;;;;;;;;
"4946,""Iman dan Syariatnya"",""Barang siapa yang mengikuti jenazah seorang muslim karena keimanan dan mengharapkan pahala, lalu dia menshalatkannya, kemudian menunggu hingga disemayamkan dalam kuburnya, maka baginya pahala dua qirath, salah satunya seperti Gunung Uhud. Dan barang siapa""";;;;;;;;;;;;;
"4947,""Iman dan Syariatnya"",""TInggalkanlah dia, sesungguhnya rasa malu itu sebagian dari keimanan.""";;;;;;;;;;;;;
"4948,""Iman dan Syariatnya"",""Sesungguhnya agama ini mudah dan tidak ada seorangpun yang bersikap keras terhadap agama melainkan dia akan terkalahkan, maka bersikaplah lurus, dan bersikaplah sederhana, berilah kabar gembira, berilah kemudahan, dan mintalah pertolongan pada saat pagi h""";;;;;;;;;;;;;
"4949,""Iman dan Syariatnya"",""Allah tidak akan merasa bosan hingga kalian merasa bosan. Dan (ibadah) yang paling Allah cintai dari agama ini adalah yang dilakukan oleh pelakunya secara terus menerus. """;;;;;;;;;;;;;
"4950,""Iman dan Syariatnya"",""Sudah dekat zaman di mana harta seorang muslim yang paling baik adalah kambing, dengannya dia menuju puncak gunung dan tempat turunnya hujan, dia lari membawa agamanya dari berbagai fitnah. """;;;;;;;;;;;;;
"4951,""Iman dan Syariatnya"",""Permisalan orang munafik adalah seperti kambing yang bingung di antara dua kambing, terkadang dia pergi kepada kambing yang ini dan terkadang pergi kepada kambing yang ini, dia tidak tahu manakah yang akan dia ikuti. """;;;;;;;;;;;;;
"4952,""Iman dan Syariatnya"",""Perumpamaan seorang mukmin yang membaca Al Qur`an adalah seperti buah Utrujah, rasanya enak dan baunya wangi. Sedang permisalan seorang mukmin yang tidak membaca Al Qur`an adalah seperti buah kurma, rasanya enak dan tidak berbau. Permisalan orang munafik """;;;;;;;;;;;;;
"4953,""Iman dan Syariatnya"",""Tidak sempurna keimanan salah seorang di antara kalian hingga dia mencintai bagi saudaranya apa yang ia cintai bagi dirinya sendiri. Al Qadhi yaitu Ibnu Al Kassar berkata"; Saya mendengar Abdush Shamad Al Bukhari berkata;" Hafsh bin Umar lah yang meriwayatk""";;;;;;;;;;;
"4954,""Perhiasan"",""Sepuluh perkara yang termasuk fithrah yaitu";" memotong kumis, memotong kuku, mencuci ruas-ruas jari, memanjangkan jenggot, menggosok gigi, memasukkan air ke hidung ketika berwudhu, mencabut bulu ketiak, mencukur bulu kemaluan, beristinja` menggunakan air. """;;;;;;;;;;;;
"4955,""Perhiasan"",""sepuluh hal yang termasuk fithroh yaitu menggosok gigi, memotong kumis, memotong kuku, mencuci ruas-ruas jari, mencukur bulu kemaluan, memasuk air ke hidung, dan aku ragu mengenai berkumur.""";;;;;;;;;;;;;
"4956,""Perhiasan"",""Sepuluh perkara yang termasuk perkara sunnah yaitu";" menggosok gigi, memotong kumis, berkumur-kumur, memasukkan air ke hidung, memanjangkan jenggot, memotong kuku, mencabut bulu ketiak, berkhitan, mencukur bulu kemaluan, dan mencuci dubur. Abu Abdur Rahman""";;;;;;;;;;;;
"4957,""Perhiasan"",""Lima perkara termasuk dari fithrah yaitu";" khitan, mencukur bulu kemaluan, mencabut bulu ketiak, memotong kuku, memendekkan kumis. Hadits tersebut diwaqafkan oleh Malik. """;;;;;;;;;;;;
"4958,""Perhiasan"",""Lima perkara termasuk dari fithrah, yaitu";" memotong kuku, menggunting kumis, mencabut bulu ketiak, mencukur bulu kemaluan, serta berkhitan. """;;;;;;;;;;;;
"4959,""Perhiasan"",""Pendekkan kumis dan panjangkan jenggot.""";;;;;;;;;;;;;
"4960,""Perhiasan"",""Panjangkan jenggot dan pendekkan kumis.""";;;;;;;;;;;;;
"4961,""Perhiasan"",""Barang siapa yang tidak memendekkan kumisnya maka ia bukan dari golongan kami.""";;;;;;;;;;;;;
"4962,""Perhiasan"",""kemudian beliau melarang dari hal tersebut dan bersabda: Cukurlah semuanya, atau biarkan semuanya.""";;;;;;;;;;;;;
"4963,""Perhiasan"",""Rasulullah  melarang wanita mencukur rambutnya.""";;;;;;;;;;;;;
"4964,""Perhiasan"",""Allah 'azza wajalla melarangku dari mencukur sebagian rambut kepala.""";;;;;;;;;;;;;
"4965,""Perhiasan"",""Rasulullah  melarang dari mencukur sebagian rambut kepala. Abu Abdur Rahman berkata";" Hadits Yahya bin Sa'id dan Muhammad Bisyr lebih benar. """;;;;;;;;;;;;
"4966,""Perhiasan"",""Aku tidak memaksudkan dirimu tapi ini lebih baik.""";;;;;;;;;;;;;
"4967,""Perhiasan"",""Rambut Nabi  adalah rambut yang tidak keriting dan tidak pula lurus, (terurai) di antara kedua telinga dan pundak beliau. """;;;;;;;;;;;;;
"4968,""Perhiasan"",""Rasulullah  melarang kami untuk menyisir rambut setiap hari.""";;;;;;;;;;;;;
"4969,""Perhiasan"",""Rasulullah  melarang dari menyisir kecuali berselang hari..""";;;;;;;;;;;;;
"4970,""Perhiasan"",""melarang dari menyisir rambut kecuali berselang hari.""";;;;;;;;;;;;;
"4971,""Perhiasan"",""Menyisir itu berselang hari.""";;;;;;;;;;;;;
"4972,""Perhiasan"",""melarang kami dari irfah. Kami bertanya"; Irfah itu apa? Beliau bersabda;" Menyisir setiap hari. """;;;;;;;;;;;
"4973,""Perhiasan"",""suka memulai sesuatu dengan yang kanan, beliau mengambil dengan tangan kanan, memberi dengan tangan kanan, dan suka memulai dengan yang kanan dalam segala perkara.""";;;;;;;;;;;;;
"4974,""Perhiasan"",""Saya tidak melihat seseorang yang lebih baik ketika memakai pakaian merah daripada Rasulullah  dan rambut beliau menyentuh kedua pundak beliau. """;;;;;;;;;;;;;
"4975,""Perhiasan"",""Rambut Rasulullah  sampai pertengahan kedua telinga beliau. """;;;;;;;;;;;;;
"4976,""Perhiasan"",""Saya tidak melihat seseorang yang lebih baik ketika memakai pakaian merah daripada Rasulullah . Dia juga berkata";" Saya juga melihat rambut beliau hampir menyentuh kedua pundak beliau.""";;;;;;;;;;;;
"4977,""Perhiasan"",""Sungguh aku telah membaca Al Quran atas (petunjuk) Rasulullah  sebanyak tujuh puluh surat lebih, sedangkan Zaid ketika itu adalah orang yang memiliki dua jambul yang tengah bermain bersama anak-anak.""";;;;;;;;;;;;;
"4978,""Perhiasan"",""aku membaca dari mulut Rasulullah  sebanyak tujuh puluh sekian surat? Sedangkan Zaid bersama beberapa orang anak dan dia memiliki dua jambul. """;;;;;;;;;;;;;
"4979,""Perhiasan"",""kemudian beliau meletakkan tangannya pada rambutnya yang dijalin dan menggerakkan tangannya serta mendoakan keberkahan untuknya.""";;;;;;;;;;;;;
"4980,""Perhiasan"",""Aku tidak memaksudkan dirimu tapi ini lebih baik.""";;;;;;;;;;;;;
"4981,""Perhiasan"",""barang siapa yang mengikat jenggotnya atau mengalungkan tali busur atau beristinja` menggunakan kotoran binatang, atau tulang maka sesungguhnya Muhammad berlepas diri darinya.""";;;;;;;;;;;;;
"4982,""Perhiasan"",""melarang mencabut uban.""";;;;;;;;;;;;;
"4983,""Perhiasan"",""Orang-orang Yahudi dan Nashrani tidak menyemir rambut, maka selisihilah mereka. Telah mengkhabarkan kepada kami Ishaq bin Ibrahim, dia berkata"; telah memberitakan kepada kami Abdur Rozaq, dia berkata;" telah menceritakan kepada kami Ma'mar dari Az Zuhri da""";;;;;;;;;;;
"4984,""Perhiasan"",""Sesungguhnya orang-orang Yahudi dan Nashrani tidak menyemir rambut, maka selisihilah mereka, dan semirlah rambut kalian.""";;;;;;;;;;;;;
"4985,""Perhiasan"",""Sesungguhnya orang-orang Yahudi dan Nasrani tidak menyemir rambut maka selisihilah mereka.""";;;;;;;;;;;;;
"4986,""Perhiasan"",""Ubahlah uban kalian dan janganlah kalian meniru orang-orang Yahudi.""";;;;;;;;;;;;;
"4987,""Perhiasan"",""Ubahlah uban kalian dan janganlah kalian meniru orang-orang Yahudi. Keduanya tidak terjaga.""";;;;;;;;;;;;;
"4988,""Perhiasan"",""Akan ada suatu kaum yang menyemir rambut dengan warna hitam pada akhir zaman seperti paruh-paruh burung merpati, mereka tidak akan mencium baunya Surga.""";;;;;;;;;;;;;
"4989,""Perhiasan"",""Ubahlah uban ini dengan sesuatu dan hindari warna hitam.""";;;;;;;;;;;;;
"4990,""Perhiasan"",""Sesuatu yang paling utama yang kalian gunakan untuk mengubah rambut putih adalah inai dan katam.""";;;;;;;;;;;;;
"4991,""Perhiasan"",""Sesungguhnya sesuatu yang paling baik yang kalian gunakan untuk mengubah uban adalah inai dan katam.""";;;;;;;;;;;;;
"4992,""Perhiasan"",""Sesungguhnya sesuatu sebaik-baik yang kalian gunakan untuk mengubah uban adalah inai dan katam. """;;;;;;;;;;;;;
"4993,""Perhiasan"",""Sesungguhnya sebaik-baik apa yang kalian gunakan untuk mengubah uban adalah inai dan katam. Al Jurairi dan Kahmas menyelisihinya. """;;;;;;;;;;;;;
"4994,""Perhiasan"",""Sesungguhnya sebaik-baik apa yang kalian gunakan untuk mengubah uban adalah inai dan katam.""";;;;;;;;;;;;;
"4995,""Perhiasan"",""Sesungguhnya sebaik-baik apa yang kalian gunakan untuk mengubah uban adalah inai dan katam.""";;;;;;;;;;;;;
"4996,""Perhiasan"",""ketika itu beliau melumuri jenggot beliau dengan inai.""";;;;;;;;;;;;;
"4997,""Perhiasan"",""telah melumuri jenggot beliau menggunakan warna kuning.""";;;;;;;;;;;;;
"4998,""Perhiasan"",""Sesungguhnya saya melihat Rasulullah  mewarnai kuning jenggot beliau dengan menggunakannya dan tidak ada pewarna yang lebih beliau sukai daripadanya. Beliau mencelup seluruh baju beliau dengan menggunakannya hingga sorban beliau. Abu Abdur Rahman berkata";"
4999"",""Perhiasan"",""hanya sedikit pada rambut putih yang ada di kedua pelipis beliau.""";;;;;;;;;;;;
"5000,""Perhiasan"",""tidak menyemir, kecuali hanya pada sedikit uban yang ada di bawah bibir, di kedua pelipis serta di kepala beliau.""";;;;;;;;;;;;;
"5001,""Perhiasan"",""Nabi Allah Shallallahu 'alaihi wa Sallam membenci sepuluh hal";" warna kuning -yakni Khaluq (wewangian yang mempunyai warna kuning)-, mewarnai uban, memanjangkan sarung, memakai cincin emas, permainan dadu, berhias bukan tanpa tempatnya, jampi, menggantungk""";;;;;;;;;;;;
"5002,""Perhiasan"",""Sekiranya aku seorang wanita, sungguh kuku tanganku akan aku beri warna dengan hinna (pacar).""";;;;;;;;;;;;;
"5003,""Perhiasan"",""tidak suka dengan baunya.""";;;;;;;;;;;;;
"5004,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarang dari sepuluh perkara";" meratakan gigi, memakai tato, mencabut uban, dua orang lelaki yang tidur bareng tanpa kain yang membatasinya, dua orang wanita tidur bareng tanpa kain yang membatasinya, seorang laki-""";;;;;;;;;;;;
"5005,""Perhiasan"",""melarang dari berdusta.""";;;;;;;;;;;;;
"5006,""Perhiasan"",""Wanita mana saja yang menambahi rambut palsu pada kepalanya, sungguh itu adalah kedustaan yang tambahkan padanya.""";;;;;;;;;;;;;
"5007,""Perhiasan"",""melaknat wanita yang menyambung rambut dan wanita yang minta untuk disambungkan rambutnya.""";;;;;;;;;;;;;
"5008,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat wanita yang menyambung rambut dan yang minta disambung rambutnya, wanita yang bertato dan wanita yang minta ditato. Walid bin Abu Hisyam memursalkannya hadits ini.""";;;;;;;;;;;;;
"5009,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat wanita yang menyambung rambut dan yang minta disambung rambutnya, wanita yang bertato dan wanita yang minta ditato.""";;;;;;;;;;;;;
"5010,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat wanita yang menyambung rambut dan yang minta disambung rambutnya. Telah mengabarkan kepada kami Amru bin Manshur ia berkata"; telah menceritakan kepada kami Khalaf bin Musa ia berkata;" telah menceritakan ke""";;;;;;;;;;;
"5011,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat wanita pembuat tato, wanita yang ditato, wanita yang mencukur alis dan wanita yang merenggangkan gigi untuk kecantikan dengan merubah ciptaan Allah. Telah mengabarkan kepada kami Ahmad bin Harb ia berkata";"
5012"",""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melarang wanita yang mentato dan wanita yang minta ditato, wanita yang menyambung rambut dan wanita yang minta untuk disambung rambutnya, serta wanita yang mencukur bulus alis dan wanita yang minta untuk dicukur bu""";;;;;;;;;;;;
"5013,""Perhiasan"",""Pemakan riba, yang membawakannya dan yang menulisnya -jika mereka mengetahui-, wanita pentato, wanita yang minta ditato untuk tampil cantik, penolak zakat, dan orang badui yang murtad setelah hijrah, pada hari kiamat mereka akan dilaknat melalui lisan Muh""";;;;;;;;;;;;;
"5014,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat pemakan riba, yang membawakannya dan penulisnya, penolak zakat, dan beliau juga melarang dari niyahah (meratapi mayit). Ibnu Aun dan 'Atha bin As Sa`ib memursalkan hadits ini.""";;;;;;;;;;;;;
"5015,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat para pemakan riba, yang membawakannya, yang menyaksikannya, dan yang menulisnya. Wanita pentato dan wanita yang minta ditato, ?Al Harits berkata";" Kecuali karena penyakit? beliau bersabda: Benar, dan ?Al ha""";;;;;;;;;;;;
"5016,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam melaknat para pemakan riba, yang membawakannya, yang menyaksikannya dan penulisnya. Wanita pentato dan wanita yang minta ditato. Dan beliau juga melarang dari An Nauh (meratapi mayit), namun tidak mengatakan, (Semo""";;;;;;;;;;;;;
"5017,""Perhiasan"",""Janganlah seorang wanita itu bertato atau minta untuk ditato.""";;;;;;;;;;;;;
"5018,""Perhiasan"",""melaknat para wanita yang mencabut bulu alis, wanita yang merenggangkan gigi dan wanita yang minta ditato, mereka merubah ciptaan Allah 'Azza Wa Jalla.""";;;;;;;;;;;;;
"5019,""Perhiasan"",""melaknat para wanita yang mencabut bulu alis, wanita yang merenggangkan gigi, dan wanita yang membuat tato, mereka merubah ciptaan Allah 'Azza Wa Jalla.""";;;;;;;;;;;;;
"5020,""Perhiasan"",""Allah melaknat para wanita yang mencabut bulu alis, wanita yang membuat tato, dan wanita yang merenggangkan gigi, mereka merubah ciptaan Allah 'Azza Wa Jalla.""";;;;;;;;;;;;;
"5021,""Perhiasan"",""melarang mengikir gigi, membuat tato dan mencabut bulu alis""";;;;;;;;;;;;;
"5022,""Perhiasan"",""melarang mengkikir gigi dan mencabut bulu alis.""";;;;;;;;;;;;;
"5023,""Perhiasan"",""melarang mengkikir gigi dan mencabut bulu alis.""";;;;;;;;;;;;;
"5024,""Perhiasan"",""Sesungguhnya celak terbaik untuk kalian adalah ?Al Itsmid (batu celak), ia bisa membuat tajam pandangan mata dan menumbuhkan rambut. Abu 'Abdurrahman Abdullah bin Utsman bin Khutsaim adalah seorang yang lemah dalam masalah hadits.""";;;;;;;;;;;;;
"5025,""Perhiasan"",""Jika beliau memakai minyak rambut maka ubannya tidak terlihat, jika tidak memakainya maka uban beliau terlihat.""";;;;;;;;;;;;;
"5026,""Perhiasan"",""Rasulullah Shallallahu 'alaihi wa Sallam biasa melakukannya.""";;;;;;;;;;;;;
"5027,""Perhiasan"",""Ya, dengan minyak wangi misk dan 'anbar. """;;;;;;;;;;;;;
"5028,""Perhiasan"",""Parfum laki-laki itu baunya nampak sementara warnanya tidak, dan parfum wanita itu warnanya nampak sementara baunya tidak.""";;;;;;;;;;;;;
"5029,""Perhiasan"",""Parfum laki-laki itu baunya nampak sementara warnanya tidak, dan parfum wanita itu warnanya nampak sementara baunya tidak.""";;;;;;;;;;;;;
"5030,""Perhiasan"",""Dan itu adalah minyak yang paling bagus.""";;;;;;;;;;;;;
"5031,""Perhiasan"",""Pergi dan lepaslah. Laki-laki itu datang kembali dan beliau bersabda: Pergi dan lepaslah ia, dan  jangan kembali.""";;;;;;;;;;;;;
